Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
901,1,36.0773,0.03692,31.961,32.979,33.572,33.887,34.37,34.697,35.179,36.077,36.976,37.458,37.784,38.268,38.583,39.176,40.193
902,1,36.087,0.03693,31.969,32.987,33.58,33.895,34.379,34.706,35.188,36.087,36.986,37.468,37.795,38.279,38.593,39.187,40.205
903,1,36.0967,0.03694,31.976,32.994,33.589,33.904,34.388,34.715,35.197,36.097,36.996,37.479,37.806,38.29,38.604,39.199,40.217
904,1,36.1063,0.03695,31.983,33.003,33.597,33.912,34.396,34.724,35.206,36.106,37.006,37.489,37.816,38.301,38.615,39.21,40.229
905,1,36.1159,0.03696,31.991,33.011,33.606,33.92,34.405,34.732,35.216,36.116,37.016,37.5,37.827,38.311,38.626,39.221,40.241
906,1,36.1256,0.03697,31.998,33.019,33.614,33.929,34.414,34.741,35.225,36.126,37.026,37.51,37.837,38.322,38.637,39.233,40.253
907,1,36.1352,0.03698,32.006,33.026,33.622,33.937,34.423,34.75,35.234,36.135,37.037,37.52,37.848,38.333,38.648,39.244,40.265
908,1,36.1448,0.03699,32.013,33.035,33.63,33.946,34.431,34.759,35.243,36.145,37.046,37.53,37.858,38.344,38.659,39.255,40.276
909,1,36.1544,0.037,32.02,33.043,33.639,33.954,34.44,34.768,35.252,36.154,37.057,37.541,37.869,38.355,38.67,39.267,40.288
910,1,36.164,0.03701,32.028,33.05,33.647,33.963,34.449,34.777,35.261,36.164,37.067,37.551,37.879,38.365,38.681,39.278,40.3
911,1,36.1736,0.03702,32.035,33.058,33.655,33.971,34.457,34.786,35.27,36.174,37.077,37.561,37.89,38.376,38.692,39.289,40.312
912,1,36.1832,0.03703,32.043,33.066,33.663,33.979,34.466,34.794,35.28,36.183,37.087,37.572,37.9,38.387,38.703,39.3,40.324
913,1,36.1928,0.03704,32.05,33.074,33.671,33.988,34.475,34.804,35.289,36.193,37.097,37.582,37.911,38.398,38.714,39.311,40.335
914,1,36.2024,0.03705,32.057,33.082,33.68,33.996,34.483,34.812,35.298,36.202,37.107,37.593,37.921,38.409,38.725,39.323,40.347
915,1,36.2119,0.03706,32.065,33.09,33.688,34.004,34.492,34.821,35.307,36.212,37.117,37.603,37.932,38.419,38.736,39.334,40.359
916,1,36.2215,0.03707,32.072,33.098,33.696,34.013,34.501,34.83,35.316,36.222,37.127,37.613,37.942,38.43,38.747,39.345,40.371
917,1,36.231,0.03708,32.08,33.106,33.704,34.021,34.509,34.839,35.325,36.231,37.137,37.623,37.953,38.441,38.758,39.356,40.383
918,1,36.2406,0.03709,32.087,33.113,33.713,34.03,34.518,34.847,35.334,36.241,37.147,37.634,37.963,38.452,38.769,39.368,40.394
919,1,36.2501,0.0371,32.094,33.121,33.72,34.038,34.526,34.856,35.343,36.25,37.157,37.644,37.974,38.462,38.78,39.379,40.406
920,1,36.2596,0.03711,32.101,33.129,33.729,34.046,34.535,34.865,35.352,36.259,37.167,37.654,37.984,38.473,38.79,39.39,40.418
921,1,36.2691,0.03711,32.11,33.138,33.738,34.055,34.544,34.874,35.361,36.269,37.177,37.664,37.994,38.483,38.8,39.4,40.428
922,1,36.2786,0.03712,32.117,33.146,33.746,34.063,34.553,34.883,35.37,36.279,37.187,37.674,38.004,38.494,38.811,39.411,40.44
923,1,36.2881,0.03713,32.124,33.154,33.754,34.072,34.561,34.892,35.379,36.288,37.197,37.685,38.015,38.504,38.822,39.422,40.452
924,1,36.2976,0.03714,32.131,33.161,33.762,34.08,34.57,34.9,35.388,36.298,37.207,37.695,38.025,38.515,38.833,39.434,40.463
925,1,36.307,0.03715,32.139,33.169,33.77,34.089,34.578,34.909,35.397,36.307,37.217,37.705,38.035,38.526,38.844,39.445,40.475
926,1,36.3165,0.03716,32.146,33.177,33.778,34.097,34.587,34.918,35.406,36.317,37.227,37.715,38.046,38.536,38.855,39.456,40.487
927,1,36.326,0.03717,32.154,33.185,33.787,34.105,34.596,34.926,35.415,36.326,37.237,37.726,38.056,38.547,38.865,39.467,40.498
928,1,36.3354,0.03718,32.161,33.193,33.794,34.113,34.604,34.935,35.424,36.335,37.246,37.735,38.067,38.557,38.876,39.478,40.51
929,1,36.3449,0.03719,32.168,33.2,33.803,34.122,34.613,34.944,35.433,36.345,37.257,37.746,38.077,38.568,38.887,39.489,40.522
930,1,36.3543,0.0372,32.175,33.208,33.811,34.13,34.621,34.953,35.442,36.354,37.267,37.756,38.087,38.579,38.898,39.5,40.533
931,1,36.3637,0.03721,32.182,33.216,33.819,34.138,34.63,34.961,35.451,36.364,37.276,37.766,38.098,38.589,38.909,39.511,40.545
932,1,36.3732,0.03722,32.19,33.224,33.827,34.146,34.638,34.97,35.46,36.373,37.286,37.776,38.108,38.6,38.919,39.522,40.557
933,1,36.3826,0.03723,32.197,33.231,33.835,34.155,34.647,34.979,35.469,36.383,37.296,37.787,38.119,38.611,38.93,39.534,40.569
934,1,36.392,0.03724,32.204,33.239,33.843,34.163,34.655,34.987,35.478,36.392,37.306,37.796,38.129,38.621,38.941,39.545,40.58
935,1,36.4014,0.03725,32.211,33.247,33.851,34.171,34.664,34.996,35.487,36.402,37.316,37.807,38.139,38.632,38.952,39.556,40.592
936,1,36.4108,0.03726,32.219,33.255,33.859,34.179,34.672,35.005,35.496,36.411,37.326,37.817,38.15,38.642,38.962,39.567,40.603
937,1,36.4202,0.03727,32.226,33.263,33.867,34.187,34.681,35.013,35.505,36.42,37.336,37.827,38.16,38.653,38.973,39.578,40.615
938,1,36.4295,0.03728,32.233,33.27,33.875,34.196,34.689,35.022,35.513,36.43,37.346,37.837,38.17,38.663,38.984,39.589,40.626
939,1,36.4389,0.03729,32.24,33.278,33.883,34.204,34.698,35.031,35.522,36.439,37.356,37.847,38.18,38.674,38.994,39.6,40.638
940,1,36.4483,0.0373,32.247,33.285,33.891,34.212,34.706,35.039,35.531,36.448,37.365,37.857,38.191,38.685,39.005,39.611,40.65
941,1,36.4576,0.0373,32.255,33.294,33.9,34.221,34.715,35.048,35.541,36.457,37.375,37.867,38.2,38.694,39.015,39.621,40.66
942,1,36.467,0.03731,32.263,33.302,33.908,34.229,34.723,35.057,35.549,36.467,37.385,37.877,38.211,38.705,39.026,39.632,40.672
943,1,36.4763,0.03732,32.27,33.309,33.916,34.237,34.732,35.065,35.558,36.476,37.394,37.887,38.221,38.715,39.037,39.643,40.683
944,1,36.4856,0.03733,32.277,33.317,33.924,34.245,34.74,35.074,35.567,36.486,37.404,37.897,38.231,38.726,39.047,39.654,40.694
945,1,36.4949,0.03734,32.284,33.325,33.932,34.254,34.748,35.083,35.576,36.495,37.414,37.907,38.241,38.736,39.058,39.665,40.706
946,1,36.5043,0.03735,32.291,33.332,33.94,34.261,34.757,35.091,35.585,36.504,37.424,37.917,38.252,38.747,39.069,39.676,40.718
947,1,36.5135,0.03736,32.298,33.34,33.948,34.27,34.765,35.1,35.593,36.513,37.433,37.928,38.262,38.757,39.079,39.687,40.729
948,1,36.5228,0.03737,32.305,33.348,33.956,34.278,34.774,35.108,35.602,36.523,37.443,37.937,38.272,38.768,39.09,39.698,40.741
949,1,36.5321,0.03738,32.312,33.356,33.964,34.286,34.782,35.117,35.611,36.532,37.453,37.948,38.282,38.778,39.1,39.709,40.752
950,1,36.5414,0.03739,32.319,33.363,33.972,34.294,34.791,35.125,35.62,36.541,37.463,37.957,38.293,38.789,39.111,39.72,40.763
951,1,36.5507,0.0374,32.326,33.37,33.98,34.302,34.799,35.134,35.629,36.551,37.473,37.967,38.303,38.799,39.122,39.731,40.775
952,1,36.56,0.03741,32.333,33.378,33.987,34.31,34.807,35.143,35.637,36.56,37.482,37.978,38.313,38.809,39.132,39.742,40.787
953,1,36.5692,0.03742,32.341,33.386,33.996,34.319,34.815,35.151,35.646,36.569,37.492,37.987,38.323,38.82,39.143,39.753,40.798
954,1,36.5785,0.03743,32.348,33.393,34.004,34.326,34.824,35.159,35.655,36.578,37.502,37.998,38.333,38.83,39.154,39.763,40.809
955,1,36.5877,0.03743,32.356,33.402,34.012,34.335,34.833,35.169,35.664,36.588,37.511,38.007,38.343,38.84,39.163,39.774,40.82
956,1,36.5969,0.03744,32.363,33.409,34.02,34.343,34.841,35.177,35.673,36.597,37.521,38.017,38.353,38.851,39.174,39.785,40.831
957,1,36.6062,0.03745,32.37,33.417,34.028,34.351,34.849,35.185,35.681,36.606,37.531,38.027,38.363,38.861,39.185,39.795,40.843
958,1,36.6154,0.03746,32.377,33.424,34.036,34.359,34.857,35.194,35.69,36.615,37.541,38.037,38.373,38.872,39.195,39.806,40.854
959,1,36.6246,0.03747,32.384,33.432,34.044,34.367,34.866,35.202,35.699,36.625,37.55,38.047,38.383,38.882,39.206,39.817,40.865
960,1,36.6338,0.03748,32.391,33.44,34.052,34.375,34.874,35.211,35.708,36.634,37.56,38.057,38.393,38.892,39.216,39.828,40.877
961,1,36.643,0.03749,32.398,33.447,34.059,34.383,34.882,35.219,35.717,36.643,37.57,38.067,38.404,38.903,39.227,39.839,40.888
962,1,36.6522,0.0375,32.405,33.455,34.067,34.391,34.891,35.228,35.725,36.652,37.579,38.077,38.414,38.913,39.237,39.85,40.9
963,1,36.6614,0.03751,32.412,33.462,34.075,34.4,34.899,35.236,35.734,36.661,37.589,38.087,38.424,38.923,39.248,39.861,40.911
964,1,36.6706,0.03752,32.419,33.47,34.083,34.407,34.907,35.244,35.743,36.67,37.598,38.096,38.434,38.934,39.258,39.871,40.922
965,1,36.6797,0.03753,32.426,33.477,34.091,34.415,34.916,35.253,35.751,36.68,37.608,38.106,38.444,38.944,39.269,39.882,40.934
966,1,36.6889,0.03753,32.434,33.486,34.099,34.424,34.924,35.262,35.76,36.689,37.618,38.116,38.454,38.954,39.279,39.892,40.944
967,1,36.698,0.03754,32.441,33.493,34.107,34.432,34.933,35.27,35.769,36.698,37.627,38.126,38.463,38.964,39.289,39.903,40.955
968,1,36.7072,0.03755,32.448,33.501,34.115,34.44,34.941,35.279,35.778,36.707,37.637,38.136,38.474,38.974,39.3,39.914,40.967
969,1,36.7163,0.03756,32.455,33.508,34.122,34.448,34.949,35.287,35.786,36.717,37.646,38.146,38.484,38.985,39.31,39.924,40.978
970,1,36.7255,0.03757,32.462,33.516,34.13,34.456,34.957,35.295,35.795,36.726,37.656,38.156,38.494,38.995,39.32,39.935,40.989
971,1,36.7346,0.03758,32.469,33.523,34.138,34.464,34.965,35.304,35.804,36.735,37.666,38.165,38.504,39.005,39.331,39.946,41.001
972,1,36.7437,0.03759,32.476,33.531,34.146,34.472,34.974,35.312,35.812,36.744,37.675,38.175,38.514,39.016,39.341,39.957,41.012
973,1,36.7528,0.0376,32.482,33.538,34.154,34.48,34.982,35.32,35.821,36.753,37.685,38.185,38.524,39.026,39.352,39.968,41.023
974,1,36.7619,0.03761,32.489,33.546,34.161,34.488,34.99,35.329,35.83,36.762,37.694,38.195,38.534,39.036,39.362,39.978,41.035
975,1,36.771,0.03762,32.496,33.553,34.169,34.496,34.998,35.337,35.838,36.771,37.704,38.205,38.544,39.046,39.373,39.989,41.046
976,1,36.7801,0.03762,32.504,33.561,34.178,34.504,35.007,35.346,35.847,36.78,37.713,38.214,38.554,39.056,39.383,39.999,41.056
977,1,36.7892,0.03763,32.511,33.569,34.185,34.512,35.015,35.354,35.856,36.789,37.723,38.224,38.563,39.066,39.393,40.01,41.067
978,1,36.7983,0.03764,32.518,33.576,34.193,34.52,35.023,35.363,35.864,36.798,37.733,38.234,38.573,39.076,39.403,40.02,41.078
979,1,36.8073,0.03765,32.525,33.583,34.201,34.528,35.031,35.371,35.872,36.807,37.742,38.244,38.583,39.087,39.414,40.031,41.09
980,1,36.8164,0.03766,32.532,33.591,34.209,34.536,35.039,35.38,35.881,36.817,37.752,38.254,38.593,39.097,39.424,40.042,41.101
981,1,36.8255,0.03767,32.539,33.598,34.217,34.544,35.048,35.388,35.89,36.826,37.761,38.263,38.603,39.107,39.435,40.053,41.112
982,1,36.8345,0.03768,32.546,33.606,34.224,34.552,35.056,35.396,35.898,36.835,37.77,38.273,38.613,39.117,39.445,40.063,41.124
983,1,36.8435,0.03769,32.552,33.613,34.232,34.559,35.064,35.404,35.907,36.844,37.78,38.283,38.623,39.128,39.455,40.074,41.135
984,1,36.8526,0.03769,32.56,33.621,34.24,34.568,35.072,35.413,35.916,36.853,37.789,38.292,38.633,39.137,39.465,40.084,41.145
985,1,36.8616,0.0377,32.567,33.629,34.248,34.576,35.081,35.421,35.924,36.862,37.799,38.302,38.643,39.147,39.475,40.094,41.156
986,1,36.8706,0.03771,32.574,33.636,34.256,34.583,35.089,35.43,35.933,36.87,37.808,38.312,38.652,39.157,39.486,40.105,41.167
987,1,36.8796,0.03772,32.581,33.643,34.263,34.591,35.097,35.438,35.941,36.88,37.818,38.321,38.663,39.168,39.496,40.116,41.178
988,1,36.8887,0.03773,32.588,33.651,34.271,34.599,35.105,35.446,35.95,36.889,37.828,38.331,38.672,39.178,39.506,40.126,41.19
989,1,36.8977,0.03774,32.594,33.658,34.279,34.607,35.113,35.454,35.958,36.898,37.837,38.341,38.682,39.188,39.517,40.137,41.201
990,1,36.9067,0.03775,32.601,33.665,34.286,34.615,35.121,35.463,35.967,36.907,37.846,38.351,38.692,39.198,39.527,40.148,41.212
991,1,36.9157,0.03776,32.608,33.673,34.294,34.623,35.129,35.471,35.976,36.916,37.856,38.36,38.702,39.209,39.537,40.158,41.223
992,1,36.9246,0.03776,32.616,33.681,34.302,34.631,35.138,35.48,35.984,36.925,37.865,38.37,38.711,39.218,39.547,40.168,41.233
993,1,36.9336,0.03777,32.623,33.689,34.31,34.639,35.146,35.488,35.993,36.933,37.874,38.38,38.721,39.228,39.557,40.179,41.244
994,1,36.9426,0.03778,32.63,33.696,34.318,34.647,35.154,35.496,36.001,36.943,37.884,38.389,38.731,39.238,39.568,40.189,41.256
995,1,36.9515,0.03779,32.636,33.703,34.325,34.655,35.162,35.504,36.01,36.952,37.893,38.399,38.741,39.248,39.578,40.2,41.267
996,1,36.9605,0.0378,32.643,33.71,34.333,34.663,35.17,35.513,36.018,36.961,37.903,38.409,38.751,39.259,39.588,40.211,41.278
997,1,36.9694,0.03781,32.65,33.718,34.341,34.67,35.178,35.521,36.027,36.969,37.912,38.418,38.761,39.269,39.598,40.221,41.289
998,1,36.9784,0.03782,32.657,33.725,34.348,34.678,35.186,35.529,36.035,36.978,37.922,38.428,38.771,39.279,39.609,40.232,41.3
999,1,36.9874,0.03782,32.665,33.733,34.356,34.687,35.194,35.537,36.044,36.987,37.931,38.437,38.78,39.288,39.619,40.242,41.31
1000,1,36.9963,0.03783,32.671,33.741,34.364,34.694,35.203,35.546,36.052,36.996,37.94,38.447,38.79,39.298,39.629,40.252,41.321
1001,1,37.0052,0.03784,32.678,33.748,34.372,34.702,35.211,35.554,36.061,37.005,37.95,38.456,38.8,39.308,39.639,40.263,41.332
1002,1,37.0141,0.03785,32.685,33.755,34.379,34.71,35.219,35.562,36.069,37.014,37.959,38.466,38.809,39.319,39.649,40.273,41.343
1003,1,37.023,0.03786,32.691,33.762,34.387,34.717,35.227,35.57,36.078,37.023,37.969,38.476,38.819,39.329,39.659,40.284,41.355
1004,1,37.032,0.03787,32.698,33.77,34.394,34.725,35.235,35.578,36.086,37.032,37.978,38.485,38.829,39.339,39.67,40.294,41.366
1005,1,37.0409,0.03788,32.705,33.777,34.402,34.733,35.243,35.587,36.094,37.041,37.987,38.495,38.839,39.349,39.68,40.305,41.377
1006,1,37.0498,0.03788,32.713,33.785,34.41,34.741,35.251,35.595,36.103,37.05,37.996,38.504,38.848,39.358,39.689,40.315,41.387
1007,1,37.0587,0.03789,32.72,33.792,34.418,34.749,35.259,35.604,36.111,37.059,38.006,38.514,38.858,39.368,39.7,40.325,41.398
1008,1,37.0676,0.0379,32.726,33.799,34.425,34.757,35.267,35.611,36.12,37.068,38.015,38.524,38.868,39.378,39.71,40.336,41.409
1009,1,37.0764,0.03791,32.733,33.807,34.433,34.765,35.275,35.62,36.128,37.076,38.024,38.533,38.878,39.388,39.72,40.346,41.42
1010,1,37.0853,0.03792,32.74,33.814,34.441,34.772,35.283,35.628,36.137,37.085,38.034,38.543,38.887,39.398,39.73,40.357,41.431
1011,1,37.0942,0.03793,32.746,33.821,34.448,34.78,35.291,35.636,36.145,37.094,38.043,38.552,38.897,39.408,39.741,40.367,41.442
1012,1,37.103,0.03793,32.754,33.829,34.456,34.788,35.3,35.644,36.154,37.103,38.052,38.562,38.907,39.418,39.75,40.377,41.452
1013,1,37.1119,0.03794,32.761,33.836,34.464,34.796,35.307,35.653,36.162,37.112,38.061,38.571,38.917,39.428,39.76,40.387,41.463
1014,1,37.1207,0.03795,32.767,33.844,34.471,34.804,35.315,35.661,36.17,37.121,38.071,38.581,38.926,39.438,39.77,40.398,41.474
1015,1,37.1296,0.03796,32.774,33.851,34.479,34.811,35.323,35.669,36.179,37.13,38.08,38.591,38.936,39.448,39.78,40.408,41.485
1016,1,37.1385,0.03797,32.781,33.858,34.486,34.819,35.331,35.677,36.187,37.139,38.09,38.6,38.946,39.458,39.791,40.419,41.496
1017,1,37.1473,0.03798,32.787,33.865,34.494,34.827,35.339,35.685,36.196,37.147,38.099,38.609,38.956,39.468,39.801,40.43,41.507
1018,1,37.1561,0.03798,32.795,33.873,34.502,34.835,35.348,35.693,36.204,37.156,38.108,38.619,38.965,39.477,39.81,40.439,41.517
1019,1,37.165,0.03799,32.802,33.88,34.509,34.843,35.356,35.702,36.213,37.165,38.117,38.628,38.974,39.487,39.82,40.45,41.528
1020,1,37.1738,0.038,32.809,33.887,34.517,34.85,35.363,35.71,36.221,37.174,38.126,38.638,38.984,39.497,39.831,40.46,41.539
1021,1,37.1826,0.03801,32.815,33.895,34.524,34.858,35.371,35.718,36.23,37.183,38.136,38.647,38.994,39.507,39.841,40.47,41.55
1022,1,37.1914,0.03802,32.822,33.902,34.532,34.866,35.379,35.726,36.238,37.191,38.145,38.657,39.004,39.517,39.851,40.481,41.561
1023,1,37.2002,0.03802,32.83,33.91,34.54,34.874,35.388,35.734,36.246,37.2,38.154,38.666,39.013,39.527,39.86,40.491,41.571
1024,1,37.209,0.03803,32.836,33.917,34.548,34.881,35.396,35.743,36.255,37.209,38.163,38.676,39.022,39.537,39.87,40.501,41.582
1025,1,37.2178,0.03804,32.843,33.924,34.555,34.889,35.404,35.75,36.263,37.218,38.173,38.685,39.032,39.546,39.881,40.511,41.593
1026,1,37.2266,0.03805,32.849,33.931,34.563,34.897,35.411,35.759,36.271,37.227,38.182,38.695,39.042,39.557,39.891,40.522,41.604
1027,1,37.2354,0.03806,32.856,33.939,34.57,34.904,35.419,35.767,36.28,37.235,38.191,38.704,39.052,39.567,39.901,40.532,41.615
1028,1,37.2442,0.03807,32.863,33.946,34.578,34.912,35.427,35.775,36.288,37.244,38.2,38.714,39.061,39.576,39.911,40.543,41.626
1029,1,37.253,0.03807,32.87,33.954,34.585,34.92,35.435,35.783,36.296,37.253,38.209,38.723,39.07,39.586,39.92,40.552,41.635
1030,1,37.2617,0.03808,32.877,33.961,34.593,34.928,35.443,35.791,36.305,37.262,38.219,38.732,39.08,39.596,39.93,40.563,41.646
1031,1,37.2705,0.03809,32.883,33.968,34.6,34.935,35.451,35.799,36.313,37.27,38.228,38.742,39.09,39.606,39.941,40.573,41.657
1032,1,37.2793,0.0381,32.89,33.975,34.608,34.943,35.459,35.807,36.321,37.279,38.237,38.751,39.1,39.615,39.951,40.583,41.669
1033,1,37.288,0.03811,32.896,33.982,34.615,34.95,35.467,35.815,36.33,37.288,38.246,38.761,39.109,39.626,39.961,40.594,41.68
1034,1,37.2967,0.03811,32.904,33.99,34.623,34.959,35.475,35.824,36.338,37.297,38.256,38.77,39.118,39.635,39.97,40.604,41.689
1035,1,37.3055,0.03812,32.911,33.997,34.631,34.967,35.483,35.831,36.346,37.306,38.265,38.78,39.128,39.644,39.98,40.614,41.7
1036,1,37.3143,0.03813,32.917,34.004,34.638,34.974,35.491,35.84,36.355,37.314,38.274,38.789,39.138,39.655,39.99,40.624,41.711
1037,1,37.323,0.03814,32.924,34.011,34.646,34.981,35.499,35.848,36.363,37.323,38.283,38.798,39.147,39.665,40,40.635,41.722
1038,1,37.3317,0.03815,32.931,34.019,34.653,34.989,35.507,35.856,36.371,37.332,38.292,38.808,39.157,39.674,40.01,40.645,41.733
1039,1,37.3404,0.03815,32.938,34.026,34.661,34.997,35.515,35.864,36.38,37.341,38.301,38.817,39.166,39.683,40.02,40.654,41.743
1040,1,37.3491,0.03816,32.945,34.033,34.669,35.005,35.522,35.872,36.388,37.349,38.311,38.826,39.176,39.693,40.03,40.665,41.754
1041,1,37.3579,0.03817,32.951,34.041,34.676,35.012,35.53,35.88,36.396,37.358,38.32,38.836,39.185,39.704,40.04,40.675,41.765
1042,1,37.3666,0.03818,32.958,34.048,34.683,35.02,35.538,35.888,36.404,37.367,38.329,38.845,39.195,39.713,40.05,40.685,41.775
1043,1,37.3753,0.03819,32.965,34.055,34.691,35.028,35.546,35.896,36.413,37.375,38.338,38.855,39.204,39.723,40.06,40.696,41.786
1044,1,37.384,0.03819,32.972,34.063,34.699,35.035,35.554,35.904,36.421,37.384,38.347,38.864,39.214,39.732,40.069,40.705,41.796
1045,1,37.3927,0.0382,32.979,34.07,34.706,35.043,35.562,35.912,36.429,37.393,38.356,38.873,39.223,39.742,40.079,40.716,41.807
1046,1,37.4014,0.03821,32.985,34.077,34.713,35.051,35.57,35.92,36.437,37.402,38.365,38.883,39.233,39.752,40.089,40.726,41.818
1047,1,37.4101,0.03822,32.992,34.084,34.721,35.058,35.578,35.928,36.446,37.41,38.374,38.892,39.243,39.762,40.099,40.736,41.828
1048,1,37.4187,0.03822,32.999,34.092,34.729,35.067,35.586,35.937,36.454,37.419,38.383,38.901,39.252,39.771,40.109,40.746,41.838
1049,1,37.4274,0.03823,33.006,34.099,34.736,35.074,35.594,35.944,36.462,37.428,38.393,38.91,39.261,39.781,40.119,40.756,41.849
1050,1,37.4361,0.03824,33.012,34.106,34.744,35.081,35.602,35.952,36.47,37.436,38.402,38.92,39.271,39.791,40.129,40.767,41.86
1051,1,37.4448,0.03825,33.019,34.113,34.751,35.089,35.609,35.96,36.479,37.445,38.411,38.929,39.28,39.801,40.139,40.777,41.871
1052,1,37.4534,0.03826,33.025,34.12,34.758,35.096,35.617,35.968,36.487,37.454,38.42,38.939,39.29,39.811,40.148,40.787,41.881
1053,1,37.4621,0.03826,33.033,34.128,34.767,35.104,35.625,35.976,36.495,37.462,38.429,38.948,39.299,39.82,40.158,40.796,41.891
1054,1,37.4707,0.03827,33.039,34.135,34.774,35.112,35.633,35.985,36.504,37.471,38.438,38.957,39.309,39.83,40.168,40.807,41.902
1055,1,37.4794,0.03828,33.046,34.142,34.781,35.12,35.641,35.993,36.512,37.48,38.447,38.967,39.318,39.839,40.178,40.817,41.913
1056,1,37.4881,0.03829,33.052,34.149,34.788,35.127,35.648,36,36.52,37.488,38.456,38.976,39.328,39.849,40.188,40.827,41.924
1057,1,37.4967,0.03829,33.06,34.157,34.796,35.135,35.657,36.009,36.528,37.497,38.465,38.985,39.337,39.858,40.197,40.837,41.933
1058,1,37.5054,0.0383,33.067,34.164,34.804,35.143,35.665,36.017,36.537,37.506,38.474,38.994,39.346,39.868,40.207,40.847,41.944
1059,1,37.514,0.03831,33.073,34.17,34.811,35.15,35.672,36.024,36.544,37.514,38.483,39.004,39.356,39.878,40.217,40.857,41.955
1060,1,37.5226,0.03832,33.079,34.178,34.818,35.157,35.68,36.032,36.553,37.522,38.493,39.013,39.365,39.888,40.227,40.868,41.966
1061,1,37.5312,0.03833,33.086,34.185,34.826,35.165,35.688,36.04,36.561,37.531,38.502,39.022,39.375,39.898,40.237,40.878,41.977
1062,1,37.5398,0.03833,33.093,34.193,34.833,35.173,35.696,36.048,36.569,37.54,38.51,39.031,39.384,39.907,40.246,40.887,41.986
1063,1,37.5485,0.03834,33.1,34.2,34.841,35.181,35.704,36.056,36.578,37.548,38.519,39.041,39.393,39.917,40.256,40.898,41.997
1064,1,37.557,0.03835,33.106,34.206,34.848,35.188,35.711,36.064,36.585,37.557,38.528,39.05,39.403,39.926,40.266,40.908,42.008
1065,1,37.5657,0.03836,33.113,34.213,34.856,35.195,35.719,36.072,36.594,37.566,38.538,39.059,39.413,39.936,40.276,40.918,42.019
1066,1,37.5743,0.03836,33.12,34.221,34.863,35.204,35.727,36.08,36.602,37.574,38.546,39.068,39.421,39.945,40.285,40.927,42.028
1067,1,37.5829,0.03837,33.127,34.228,34.87,35.211,35.735,36.088,36.61,37.583,38.556,39.078,39.431,39.955,40.295,40.937,42.039
1068,1,37.5915,0.03838,33.133,34.235,34.878,35.219,35.743,36.096,36.619,37.591,38.565,39.087,39.441,39.965,40.305,40.948,42.05
1069,1,37.6,0.03839,33.139,34.242,34.885,35.226,35.75,36.104,36.626,37.6,38.574,39.096,39.45,39.974,40.315,40.958,42.061
1070,1,37.6086,0.03839,33.147,34.25,34.893,35.234,35.758,36.112,36.635,37.609,38.582,39.105,39.459,39.983,40.324,40.967,42.07
1071,1,37.6172,0.0384,33.154,34.257,34.9,35.241,35.766,36.12,36.643,37.617,38.591,39.114,39.469,39.993,40.334,40.978,42.081
1072,1,37.6258,0.03841,33.16,34.264,34.907,35.249,35.774,36.128,36.651,37.626,38.6,39.124,39.478,40.003,40.344,40.988,42.092
1073,1,37.6344,0.03842,33.166,34.271,34.915,35.256,35.781,36.136,36.659,37.634,38.609,39.133,39.487,40.013,40.354,40.998,42.103
1074,1,37.6429,0.03842,33.174,34.278,34.923,35.264,35.789,36.144,36.667,37.643,38.619,39.142,39.496,40.022,40.363,41.007,42.112
1075,1,37.6515,0.03843,33.18,34.285,34.93,35.272,35.797,36.152,36.676,37.652,38.628,39.151,39.506,40.031,40.373,41.018,42.123
1076,1,37.66,0.03844,33.187,34.292,34.937,35.279,35.805,36.159,36.683,37.66,38.637,39.161,39.515,40.041,40.383,41.028,42.133
1077,1,37.6686,0.03845,33.193,34.299,34.944,35.286,35.813,36.167,36.692,37.669,38.646,39.17,39.525,40.051,40.393,41.038,42.144
1078,1,37.6771,0.03845,33.2,34.307,34.952,35.294,35.82,36.176,36.7,37.677,38.654,39.179,39.534,40.06,40.402,41.047,42.154
1079,1,37.6857,0.03846,33.207,34.314,34.96,35.302,35.828,36.183,36.708,37.686,38.663,39.188,39.543,40.07,40.412,41.057,42.165
1080,1,37.6942,0.03847,33.213,34.321,34.967,35.309,35.836,36.191,36.716,37.694,38.672,39.197,39.553,40.08,40.422,41.068,42.175
1081,1,37.7028,0.03848,33.219,34.328,34.974,35.317,35.843,36.199,36.724,37.703,38.681,39.206,39.562,40.089,40.431,41.078,42.186
1082,1,37.7113,0.03848,33.227,34.335,34.982,35.324,35.852,36.207,36.733,37.711,38.69,39.215,39.571,40.098,40.441,41.087,42.196
1083,1,37.7198,0.03849,33.233,34.343,34.989,35.332,35.859,36.215,36.741,37.72,38.699,39.224,39.58,40.108,40.45,41.097,42.206
1084,1,37.7283,0.0385,33.24,34.349,34.996,35.339,35.867,36.223,36.749,37.728,38.708,39.234,39.59,40.118,40.46,41.107,42.217
1085,1,37.7369,0.0385,33.247,34.357,35.004,35.347,35.875,36.231,36.757,37.737,38.717,39.243,39.599,40.127,40.469,41.117,42.226
1086,1,37.7454,0.03851,33.254,34.364,35.011,35.354,35.883,36.239,36.765,37.745,38.726,39.252,39.608,40.136,40.479,41.127,42.237
1087,1,37.7539,0.03852,33.26,34.371,35.019,35.362,35.89,36.246,36.773,37.754,38.735,39.261,39.618,40.146,40.489,41.137,42.248
