Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
290,1,28.6096,0.03117,25.854,26.535,26.932,27.143,27.467,27.685,28.008,28.609,29.211,29.534,29.752,30.076,30.287,30.684,31.365
291,1,28.6266,0.03117,25.869,26.551,26.948,27.159,27.483,27.702,28.025,28.627,29.228,29.551,29.77,30.094,30.305,30.702,31.384
292,1,28.6435,0.03117,25.885,26.567,26.964,27.175,27.499,27.718,28.041,28.643,29.246,29.569,29.788,30.112,30.323,30.72,31.402
293,1,28.6604,0.03117,25.9,26.582,26.98,27.191,27.515,27.735,28.058,28.66,29.263,29.586,29.805,30.13,30.341,30.739,31.421
294,1,28.6772,0.03117,25.915,26.598,26.996,27.207,27.532,27.751,28.074,28.677,29.28,29.604,29.823,30.148,30.358,30.757,31.439
295,1,28.6941,0.03117,25.93,26.613,27.012,27.223,27.548,27.767,28.091,28.694,29.297,29.621,29.84,30.165,30.376,30.775,31.458
296,1,28.7109,0.03117,25.945,26.629,27.028,27.239,27.564,27.783,28.107,28.711,29.315,29.639,29.858,30.183,30.394,30.793,31.476
297,1,28.7277,0.03117,25.961,26.644,27.044,27.255,27.58,27.8,28.124,28.728,29.331,29.656,29.875,30.2,30.412,30.811,31.495
298,1,28.7445,0.03117,25.976,26.66,27.059,27.271,27.596,27.816,28.14,28.744,29.349,29.673,29.893,30.218,30.43,30.829,31.513
299,1,28.7612,0.03118,25.99,26.675,27.074,27.286,27.612,27.832,28.156,28.761,29.366,29.691,29.911,30.236,30.448,30.847,31.532
300,1,28.778,0.03118,26.005,26.691,27.09,27.302,27.628,27.848,28.173,28.778,29.383,29.708,29.928,30.254,30.466,30.865,31.551
301,1,28.7946,0.03118,26.02,26.706,27.106,27.318,27.644,27.864,28.189,28.794,29.4,29.725,29.945,30.271,30.483,30.883,31.569
302,1,28.8113,0.03118,26.035,26.722,27.122,27.334,27.66,27.88,28.206,28.811,29.417,29.743,29.963,30.289,30.501,30.901,31.587
303,1,28.828,0.03118,26.05,26.737,27.137,27.35,27.676,27.896,28.222,28.828,29.434,29.759,29.98,30.306,30.519,30.919,31.606
304,1,28.8446,0.03118,26.065,26.752,27.153,27.365,27.692,27.913,28.238,28.844,29.451,29.777,29.997,30.324,30.536,30.937,31.624
305,1,28.8612,0.03118,26.08,26.768,27.169,27.381,27.708,27.928,28.254,28.861,29.468,29.794,30.015,30.341,30.554,30.955,31.642
306,1,28.8778,0.03118,26.095,26.783,27.184,27.397,27.724,27.944,28.27,28.878,29.485,29.811,30.032,30.359,30.571,30.972,31.66
307,1,28.8944,0.03119,26.109,26.798,27.199,27.412,27.739,27.96,28.287,28.894,29.502,29.828,30.049,30.377,30.589,30.991,31.68
308,1,28.9109,0.03119,26.124,26.813,27.215,27.428,27.755,27.976,28.303,28.911,29.519,29.846,30.067,30.394,30.607,31.009,31.698
309,1,28.9274,0.03119,26.139,26.828,27.23,27.443,27.771,27.992,28.319,28.928,29.536,29.863,30.084,30.411,30.624,31.026,31.716
310,1,28.9439,0.03119,26.154,26.844,27.246,27.459,27.787,28.008,28.335,28.944,29.553,29.88,30.101,30.429,30.642,31.044,31.734
311,1,28.9604,0.03119,26.169,26.859,27.261,27.475,27.803,28.024,28.351,28.96,29.57,29.896,30.118,30.446,30.659,31.062,31.752
312,1,28.9769,0.03119,26.184,26.874,27.277,27.49,27.819,28.04,28.367,28.977,29.587,29.913,30.135,30.463,30.677,31.08,31.77
313,1,28.9933,0.0312,26.198,26.889,27.292,27.506,27.834,28.056,28.383,28.993,29.604,29.931,30.152,30.481,30.694,31.098,31.789
314,1,29.0096,0.0312,26.213,26.904,27.307,27.521,27.85,28.072,28.399,29.01,29.62,29.948,30.17,30.498,30.712,31.115,31.807
315,1,29.026,0.0312,26.228,26.919,27.323,27.537,27.865,28.087,28.415,29.026,29.637,29.965,30.187,30.516,30.729,31.133,31.824
316,1,29.0424,0.0312,26.242,26.934,27.338,27.552,27.881,28.103,28.431,29.043,29.654,29.981,30.204,30.533,30.746,31.15,31.843
317,1,29.0587,0.0312,26.257,26.95,27.354,27.567,27.897,28.119,28.447,29.059,29.67,29.998,30.22,30.55,30.764,31.168,31.86
318,1,29.075,0.03121,26.271,26.964,27.369,27.582,27.912,28.135,28.463,29.075,29.687,30.015,30.238,30.568,30.782,31.186,31.879
319,1,29.0913,0.03121,26.285,26.979,27.383,27.598,27.928,28.15,28.479,29.091,29.704,30.032,30.255,30.585,30.799,31.204,31.897
320,1,29.1076,0.03121,26.3,26.994,27.399,27.613,27.943,28.166,28.495,29.107,29.72,30.049,30.272,30.602,30.816,31.221,31.915
321,1,29.1238,0.03121,26.315,27.009,27.414,27.629,27.959,28.182,28.511,29.124,29.737,30.066,30.289,30.619,30.833,31.238,31.933
322,1,29.14,0.03122,26.329,27.024,27.429,27.644,27.974,28.197,28.526,29.14,29.754,30.083,30.306,30.637,30.851,31.256,31.952
323,1,29.1563,0.03122,26.343,27.039,27.444,27.659,27.99,28.213,28.542,29.156,29.77,30.1,30.323,30.654,30.868,31.274,31.969
324,1,29.1724,0.03122,26.358,27.054,27.459,27.674,28.005,28.228,28.558,29.172,29.787,30.117,30.34,30.67,30.885,31.291,31.987
325,1,29.1886,0.03122,26.372,27.069,27.475,27.69,28.021,28.244,28.574,29.189,29.803,30.133,30.356,30.687,30.902,31.309,32.005
326,1,29.2047,0.03123,26.386,27.083,27.489,27.704,28.036,28.259,28.589,29.205,29.82,30.15,30.374,30.705,30.92,31.326,32.023
327,1,29.2208,0.03123,26.401,27.098,27.504,27.72,28.051,28.275,28.605,29.221,29.836,30.167,30.39,30.722,30.937,31.344,32.041
328,1,29.2369,0.03123,26.415,27.113,27.52,27.735,28.067,28.291,28.621,29.237,29.853,30.183,30.407,30.739,30.954,31.361,32.059
329,1,29.253,0.03124,26.429,27.127,27.534,27.75,28.082,28.306,28.637,29.253,29.869,30.2,30.424,30.756,30.972,31.379,32.077
330,1,29.269,0.03124,26.443,27.142,27.549,27.765,28.097,28.321,28.652,29.269,29.886,30.217,30.441,30.773,30.989,31.396,32.094
331,1,29.2851,0.03124,26.458,27.157,27.565,27.78,28.113,28.337,28.668,29.285,29.902,30.233,30.457,30.79,31.006,31.413,32.112
332,1,29.3011,0.03124,26.472,27.172,27.58,27.795,28.128,28.352,28.683,29.301,29.919,30.25,30.474,30.807,31.023,31.431,32.13
333,1,29.317,0.03125,26.486,27.186,27.594,27.81,28.143,28.367,28.699,29.317,29.935,30.267,30.491,30.824,31.04,31.448,32.148
334,1,29.333,0.03125,26.5,27.2,27.609,27.825,28.158,28.383,28.715,29.333,29.951,30.283,30.508,30.841,31.057,31.465,32.166
335,1,29.349,0.03125,26.515,27.215,27.624,27.841,28.174,28.398,28.73,29.349,29.968,30.3,30.524,30.857,31.074,31.483,32.183
336,1,29.3649,0.03126,26.528,27.23,27.639,27.855,28.189,28.413,28.746,29.365,29.984,30.316,30.541,30.875,31.091,31.5,32.202
337,1,29.3808,0.03126,26.543,27.244,27.654,27.87,28.204,28.429,28.761,29.381,30,30.333,30.558,30.891,31.108,31.517,32.219
338,1,29.3967,0.03126,26.557,27.259,27.669,27.885,28.219,28.444,28.777,29.397,30.017,30.349,30.574,30.908,31.125,31.535,32.237
339,1,29.4126,0.03127,26.57,27.273,27.683,27.9,28.234,28.459,28.792,29.413,30.033,30.366,30.591,30.925,31.143,31.552,32.255
340,1,29.4284,0.03127,26.585,27.288,27.698,27.915,28.249,28.475,28.808,29.428,30.049,30.382,30.608,30.942,31.159,31.569,32.272
341,1,29.4442,0.03127,26.599,27.302,27.713,27.93,28.264,28.49,28.823,29.444,30.065,30.398,30.624,30.959,31.176,31.586,32.289
342,1,29.46,0.03128,26.612,27.316,27.727,27.944,28.279,28.505,28.839,29.46,30.081,30.415,30.641,30.976,31.193,31.604,32.308
343,1,29.4758,0.03128,26.627,27.331,27.742,27.959,28.294,28.52,28.854,29.476,30.098,30.431,30.657,30.993,31.21,31.621,32.325
344,1,29.4916,0.03128,26.641,27.346,27.757,27.974,28.309,28.535,28.869,29.492,30.114,30.448,30.674,31.009,31.227,31.638,32.342
345,1,29.5073,0.03129,26.654,27.359,27.771,27.989,28.324,28.55,28.885,29.507,30.13,30.464,30.691,31.026,31.244,31.655,32.361
346,1,29.5231,0.03129,26.669,27.374,27.786,28.004,28.339,28.566,28.9,29.523,30.146,30.48,30.707,31.043,31.261,31.672,32.378
347,1,29.5388,0.0313,26.681,27.388,27.8,28.018,28.354,28.581,28.915,29.539,30.162,30.497,30.724,31.059,31.278,31.69,32.396
348,1,29.5544,0.0313,26.696,27.402,27.815,28.033,28.369,28.596,28.93,29.554,30.178,30.513,30.74,31.076,31.294,31.706,32.413
349,1,29.5701,0.0313,26.71,27.417,27.83,28.048,28.384,28.611,28.946,29.57,30.194,30.53,30.756,31.093,31.311,31.723,32.43
350,1,29.5858,0.03131,26.723,27.431,27.844,28.062,28.399,28.626,28.961,29.586,30.211,30.546,30.773,31.109,31.328,31.741,32.448
351,1,29.6014,0.03131,26.737,27.445,27.858,28.077,28.414,28.641,28.976,29.602,30.226,30.562,30.789,31.126,31.344,31.757,32.465
352,1,29.617,0.03132,26.75,27.459,27.872,28.091,28.428,28.656,28.991,29.617,30.243,30.578,30.806,31.143,31.362,31.775,32.483
353,1,29.6326,0.03132,26.765,27.474,27.887,28.106,28.443,28.671,29.007,29.633,30.259,30.594,30.822,31.159,31.378,31.792,32.501
354,1,29.6482,0.03132,26.779,27.488,27.902,28.121,28.458,28.686,29.022,29.648,30.274,30.611,30.838,31.176,31.395,31.808,32.518
355,1,29.6638,0.03133,26.792,27.502,27.916,28.135,28.473,28.7,29.037,29.664,30.291,30.627,30.855,31.193,31.412,31.826,32.536
356,1,29.6793,0.03133,26.806,27.516,27.93,28.15,28.488,28.716,29.052,29.68,30.307,30.643,30.871,31.209,31.428,31.843,32.553
357,1,29.6949,0.03134,26.819,27.53,27.944,28.164,28.502,28.73,29.067,29.695,30.322,30.659,30.887,31.226,31.445,31.86,32.571
358,1,29.7104,0.03134,26.833,27.544,27.959,28.179,28.517,28.745,29.082,29.71,30.339,30.676,30.904,31.242,31.462,31.876,32.588
359,1,29.7259,0.03135,26.846,27.558,27.973,28.193,28.531,28.76,29.097,29.726,30.354,30.692,30.92,31.259,31.479,31.894,32.606
360,1,29.7414,0.03135,26.86,27.572,27.988,28.208,28.546,28.775,29.113,29.741,30.37,30.708,30.936,31.275,31.495,31.911,32.623
