Day,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
909,1,35.6594,0.0389,31.373,32.432,33.05,33.378,33.882,34.222,34.724,35.659,36.595,37.097,37.437,37.941,38.269,38.887,39.946
910,1,35.6694,0.03891,31.381,32.441,33.059,33.387,33.891,34.231,34.733,35.669,36.606,37.108,37.448,37.952,38.28,38.898,39.958
911,1,35.6794,0.03891,31.389,32.45,33.069,33.396,33.9,34.241,34.743,35.68,36.616,37.119,37.459,37.963,38.291,38.909,39.97
912,1,35.6894,0.03892,31.397,32.458,33.077,33.405,33.909,34.25,34.753,35.689,36.626,37.129,37.47,37.974,38.302,38.921,39.982
913,1,35.6994,0.03893,31.405,32.466,33.085,33.413,33.919,34.259,34.762,35.7,36.637,37.14,37.48,37.985,38.313,38.933,39.994
914,1,35.7094,0.03893,31.413,32.476,33.095,33.423,33.928,34.269,34.772,35.709,36.647,37.15,37.491,37.996,38.324,38.943,40.006
915,1,35.7194,0.03894,31.421,32.483,33.104,33.431,33.937,34.278,34.781,35.719,36.657,37.161,37.502,38.007,38.335,38.955,40.018
916,1,35.7293,0.03895,31.429,32.492,33.112,33.44,33.946,34.287,34.791,35.73,36.668,37.172,37.513,38.019,38.347,38.967,40.03
917,1,35.7393,0.03895,31.437,32.501,33.121,33.45,33.955,34.296,34.8,35.739,36.678,37.182,37.523,38.029,38.357,38.978,40.041
918,1,35.7493,0.03896,31.445,32.509,33.13,33.458,33.964,34.306,34.81,35.749,36.689,37.193,37.534,38.04,38.369,38.989,40.053
919,1,35.7592,0.03897,31.453,32.517,33.138,33.467,33.973,34.315,34.819,35.759,36.699,37.204,37.545,38.051,38.38,39.001,40.065
920,1,35.7691,0.03897,31.461,32.526,33.148,33.476,33.983,34.324,34.829,35.769,36.709,37.214,37.556,38.062,38.391,39.012,40.077
921,1,35.7791,0.03898,31.469,32.535,33.156,33.485,33.992,34.333,34.838,35.779,36.72,37.224,37.567,38.073,38.402,39.024,40.089
922,1,35.789,0.03899,31.477,32.543,33.165,33.494,34.001,34.343,34.848,35.789,36.73,37.235,37.577,38.084,38.413,39.035,40.101
923,1,35.7989,0.03899,31.485,32.552,33.174,33.503,34.01,34.352,34.857,35.799,36.74,37.246,37.588,38.095,38.424,39.046,40.112
924,1,35.8088,0.039,31.493,32.56,33.182,33.512,34.019,34.361,34.867,35.809,36.751,37.256,37.598,38.106,38.435,39.057,40.124
925,1,35.8187,0.03901,31.501,32.568,33.191,33.52,34.028,34.37,34.876,35.819,36.761,37.267,37.609,38.117,38.447,39.069,40.137
926,1,35.8286,0.03901,31.509,32.577,33.2,33.53,34.037,34.38,34.886,35.829,36.771,37.277,37.62,38.128,38.457,39.08,40.148
927,1,35.8385,0.03902,31.517,32.585,33.208,33.538,34.046,34.389,34.895,35.839,36.781,37.288,37.631,38.139,38.469,39.092,40.16
928,1,35.8483,0.03903,31.525,32.593,33.217,33.547,34.055,34.398,34.905,35.848,36.792,37.298,37.641,38.15,38.48,39.103,40.172
929,1,35.8582,0.03903,31.533,32.602,33.226,33.556,34.065,34.408,34.914,35.858,36.802,37.309,37.652,38.16,38.491,39.114,40.183
930,1,35.8681,0.03904,31.541,32.611,33.235,33.565,34.074,34.417,34.924,35.868,36.813,37.319,37.663,38.171,38.502,39.126,40.195
931,1,35.878,0.03905,31.548,32.619,33.243,33.574,34.082,34.426,34.933,35.878,36.823,37.33,37.674,38.182,38.513,39.137,40.207
932,1,35.8878,0.03905,31.557,32.628,33.252,33.583,34.092,34.435,34.943,35.888,36.833,37.34,37.684,38.193,38.524,39.148,40.219
933,1,35.8976,0.03906,31.565,32.636,33.261,33.591,34.101,34.444,34.952,35.898,36.843,37.351,37.694,38.204,38.535,39.159,40.231
934,1,35.9075,0.03907,31.572,32.644,33.269,33.6,34.109,34.454,34.961,35.907,36.854,37.361,37.706,38.215,38.546,39.171,40.243
935,1,35.9173,0.03907,31.581,32.653,33.278,33.609,34.119,34.463,34.971,35.917,36.864,37.372,37.716,38.226,38.557,39.182,40.254
936,1,35.9271,0.03908,31.588,32.661,33.287,33.618,34.128,34.472,34.98,35.927,36.874,37.382,37.726,38.237,38.568,39.193,40.266
937,1,35.937,0.03909,31.596,32.669,33.295,33.626,34.137,34.481,34.989,35.937,36.885,37.393,37.737,38.248,38.579,39.205,40.278
938,1,35.9468,0.03909,31.604,32.678,33.304,33.635,34.146,34.491,34.999,35.947,36.894,37.403,37.748,38.258,38.59,39.216,40.289
939,1,35.9566,0.0391,31.612,32.686,33.312,33.644,34.155,34.5,35.008,35.957,36.905,37.414,37.758,38.269,38.601,39.227,40.301
940,1,35.9663,0.03911,31.619,32.694,33.321,33.653,34.164,34.508,35.018,35.967,36.915,37.424,37.769,38.28,38.612,39.239,40.313
941,1,35.9761,0.03911,31.628,32.703,33.33,33.662,34.173,34.518,35.027,35.976,36.925,37.434,37.779,38.291,38.622,39.249,40.324
942,1,35.9859,0.03912,31.635,32.711,33.338,33.67,34.182,34.527,35.037,35.986,36.935,37.445,37.79,38.302,38.634,39.261,40.336
943,1,35.9957,0.03913,31.643,32.719,33.346,33.679,34.191,34.536,35.046,35.996,36.946,37.456,37.801,38.313,38.645,39.272,40.348
944,1,36.0055,0.03913,31.652,32.728,33.356,33.688,34.2,34.545,35.055,36.006,36.956,37.466,37.811,38.323,38.655,39.283,40.359
945,1,36.0152,0.03914,31.659,32.736,33.364,33.696,34.209,34.554,35.065,36.015,36.966,37.476,37.822,38.334,38.667,39.294,40.371
946,1,36.025,0.03915,31.667,32.744,33.372,33.705,34.218,34.563,35.074,36.025,36.976,37.487,37.832,38.345,38.678,39.306,40.383
947,1,36.0347,0.03915,31.675,32.753,33.381,33.714,34.227,34.572,35.083,36.035,36.986,37.497,37.843,38.355,38.688,39.317,40.394
948,1,36.0445,0.03916,31.683,32.761,33.39,33.723,34.235,34.581,35.093,36.044,36.996,37.507,37.854,38.366,38.699,39.328,40.406
949,1,36.0542,0.03917,31.69,32.769,33.398,33.731,34.244,34.591,35.102,36.054,37.007,37.518,37.864,38.377,38.71,39.34,40.419
950,1,36.0639,0.03917,31.698,32.778,33.407,33.741,34.254,34.6,35.111,36.064,37.017,37.528,37.874,38.387,38.721,39.35,40.429
951,1,36.0737,0.03918,31.706,32.786,33.415,33.749,34.262,34.609,35.12,36.074,37.027,37.539,37.885,38.398,38.732,39.362,40.441
952,1,36.0834,0.03918,31.715,32.794,33.424,33.758,34.272,34.618,35.13,36.083,37.037,37.549,37.895,38.409,38.743,39.372,40.452
953,1,36.0931,0.03919,31.722,32.802,33.433,33.767,34.28,34.627,35.139,36.093,37.047,37.559,37.906,38.42,38.754,39.383,40.464
954,1,36.1028,0.0392,31.73,32.811,33.441,33.775,34.289,34.636,35.148,36.103,37.057,37.57,37.917,38.431,38.765,39.395,40.476
955,1,36.1125,0.0392,31.738,32.819,33.45,33.784,34.298,34.645,35.157,36.113,37.067,37.58,37.927,38.441,38.775,39.406,40.487
956,1,36.1222,0.03921,31.745,32.827,33.458,33.793,34.307,34.654,35.167,36.122,37.078,37.59,37.937,38.452,38.786,39.417,40.499
957,1,36.1319,0.03922,31.753,32.835,33.467,33.801,34.316,34.663,35.176,36.132,37.088,37.6,37.948,38.463,38.797,39.428,40.511
958,1,36.1415,0.03922,31.761,32.844,33.476,33.81,34.325,34.672,35.185,36.142,37.098,37.611,37.958,38.473,38.807,39.439,40.522
959,1,36.1512,0.03923,31.769,32.852,33.484,33.819,34.334,34.681,35.194,36.151,37.108,37.621,37.969,38.484,38.819,39.45,40.534
960,1,36.1609,0.03924,31.776,32.86,33.492,33.827,34.343,34.69,35.204,36.161,37.118,37.631,37.979,38.495,38.83,39.462,40.546
961,1,36.1705,0.03924,31.785,32.869,33.501,33.836,34.352,34.7,35.213,36.17,37.128,37.642,37.989,38.505,38.84,39.472,40.557
962,1,36.1802,0.03925,31.792,32.877,33.509,33.844,34.36,34.708,35.222,36.18,37.138,37.652,38,38.516,38.851,39.484,40.569
963,1,36.1898,0.03926,31.799,32.885,33.518,33.853,34.369,34.717,35.231,36.19,37.148,37.662,38.011,38.527,38.862,39.495,40.58
964,1,36.1994,0.03926,31.807,32.893,33.526,33.862,34.378,34.726,35.241,36.2,37.158,37.672,38.021,38.537,38.872,39.506,40.591
965,1,36.2091,0.03927,31.815,32.901,33.535,33.87,34.387,34.735,35.25,36.209,37.168,37.683,38.031,38.548,38.883,39.517,40.603
966,1,36.2187,0.03928,31.822,32.909,33.543,33.879,34.396,34.744,35.259,36.219,37.178,37.693,38.042,38.559,38.894,39.528,40.615
967,1,36.2283,0.03928,31.831,32.918,33.552,33.888,34.405,34.754,35.269,36.228,37.188,37.703,38.052,38.569,38.905,39.539,40.626
968,1,36.238,0.03929,31.838,32.926,33.56,33.896,34.413,34.762,35.278,36.238,37.198,37.714,38.063,38.58,38.916,39.55,40.638
969,1,36.2476,0.03929,31.846,32.935,33.569,33.905,34.422,34.772,35.287,36.248,37.208,37.724,38.073,38.59,38.926,39.561,40.648
970,1,36.2572,0.0393,31.854,32.943,33.577,33.913,34.431,34.78,35.296,36.257,37.218,37.734,38.083,38.601,38.937,39.572,40.661
971,1,36.2667,0.03931,31.861,32.95,33.585,33.922,34.44,34.789,35.305,36.267,37.228,37.744,38.094,38.612,38.948,39.583,40.672
972,1,36.2763,0.03931,31.87,32.959,33.594,33.931,34.449,34.798,35.315,36.276,37.238,37.754,38.104,38.622,38.958,39.594,40.683
973,1,36.2859,0.03932,31.877,32.967,33.602,33.939,34.457,34.807,35.324,36.286,37.248,37.765,38.115,38.633,38.969,39.605,40.695
974,1,36.2955,0.03933,31.884,32.975,33.611,33.948,34.466,34.816,35.333,36.296,37.258,37.775,38.125,38.644,38.98,39.617,40.707
975,1,36.3051,0.03933,31.893,32.983,33.62,33.956,34.475,34.825,35.342,36.305,37.268,37.785,38.135,38.654,38.991,39.627,40.718
976,1,36.3146,0.03934,31.9,32.991,33.628,33.965,34.484,34.834,35.351,36.315,37.278,37.795,38.146,38.665,39.002,39.638,40.73
977,1,36.3242,0.03935,31.907,32.999,33.636,33.973,34.493,34.843,35.36,36.324,37.288,37.806,38.156,38.675,39.013,39.649,40.741
978,1,36.3337,0.03935,31.915,33.008,33.645,33.982,34.502,34.852,35.369,36.334,37.298,37.816,38.166,38.685,39.023,39.66,40.752
979,1,36.3433,0.03936,31.923,33.015,33.653,33.991,34.51,34.861,35.378,36.343,37.308,37.826,38.176,38.696,39.034,39.671,40.764
980,1,36.3528,0.03936,31.931,33.024,33.662,33.999,34.519,34.87,35.388,36.353,37.318,37.836,38.187,38.706,39.044,39.681,40.774
981,1,36.3624,0.03937,31.939,33.032,33.67,34.007,34.528,34.879,35.397,36.362,37.328,37.846,38.197,38.717,39.055,39.693,40.786
982,1,36.3719,0.03938,31.946,33.04,33.678,34.016,34.536,34.887,35.406,36.372,37.338,37.856,38.207,38.728,39.066,39.704,40.798
983,1,36.3814,0.03938,31.954,33.048,33.687,34.025,34.545,34.896,35.415,36.381,37.348,37.866,38.217,38.738,39.076,39.715,40.809
984,1,36.3909,0.03939,31.961,33.056,33.695,34.033,34.554,34.905,35.424,36.391,37.358,37.877,38.228,38.749,39.087,39.726,40.82
985,1,36.4005,0.0394,31.969,33.064,33.703,34.041,34.563,34.914,35.433,36.4,37.368,37.887,38.239,38.759,39.098,39.737,40.832
986,1,36.41,0.0394,31.977,33.073,33.712,34.05,34.572,34.923,35.443,36.41,37.378,37.897,38.248,38.77,39.108,39.747,40.843
987,1,36.4194,0.03941,31.984,33.08,33.72,34.059,34.58,34.932,35.451,36.419,37.387,37.907,38.259,38.78,39.119,39.758,40.855
988,1,36.4289,0.03942,31.991,33.088,33.728,34.067,34.589,34.941,35.46,36.429,37.398,37.917,38.269,38.791,39.13,39.77,40.867
989,1,36.4384,0.03942,32,33.097,33.737,34.076,34.598,34.95,35.47,36.439,37.407,37.927,38.279,38.801,39.14,39.78,40.877
990,1,36.4479,0.03943,32.007,33.105,33.745,34.084,34.606,34.958,35.479,36.448,37.417,37.937,38.29,38.812,39.151,39.791,40.889
991,1,36.4574,0.03943,32.015,33.113,33.754,34.093,34.615,34.967,35.488,36.457,37.427,37.947,38.3,38.822,39.161,39.802,40.9
992,1,36.4669,0.03944,32.022,33.121,33.762,34.101,34.624,34.976,35.497,36.467,37.437,37.957,38.31,38.833,39.172,39.813,40.911
993,1,36.4763,0.03945,32.03,33.129,33.77,34.109,34.632,34.985,35.506,36.476,37.447,37.968,38.32,38.843,39.183,39.824,40.923
994,1,36.4858,0.03945,32.038,33.137,33.779,34.118,34.641,34.994,35.515,36.486,37.457,37.978,38.33,38.853,39.193,39.834,40.934
995,1,36.4953,0.03946,32.045,33.145,33.787,34.126,34.65,35.003,35.524,36.495,37.467,37.988,38.341,38.864,39.204,39.845,40.946
996,1,36.5047,0.03947,32.052,33.153,33.795,34.135,34.658,35.011,35.533,36.505,37.476,37.998,38.351,38.875,39.215,39.857,40.957
997,1,36.5141,0.03947,32.061,33.161,33.804,34.144,34.667,35.02,35.542,36.514,37.486,38.008,38.361,38.885,39.225,39.867,40.968
998,1,36.5236,0.03948,32.068,33.169,33.811,34.152,34.676,35.029,35.551,36.524,37.496,38.018,38.372,38.895,39.235,39.878,40.98
999,1,36.533,0.03948,32.076,33.178,33.82,34.161,34.685,35.038,35.56,36.533,37.506,38.028,38.381,38.906,39.246,39.888,40.99
1000,1,36.5424,0.03949,32.083,33.185,33.828,34.169,34.693,35.047,35.569,36.543,37.516,38.038,38.392,38.916,39.257,39.9,41.002
1001,1,36.5519,0.0395,32.09,33.193,33.836,34.177,34.702,35.056,35.578,36.552,37.526,38.048,38.402,38.927,39.267,39.911,41.013
1002,1,36.5613,0.0395,32.098,33.202,33.845,34.186,34.711,35.065,35.587,36.561,37.535,38.058,38.412,38.937,39.278,39.921,41.024
1003,1,36.5707,0.03951,32.106,33.209,33.853,34.194,34.719,35.073,35.596,36.571,37.545,38.068,38.422,38.947,39.288,39.932,41.036
1004,1,36.5801,0.03952,32.113,33.217,33.861,34.202,34.728,35.082,35.605,36.58,37.555,38.078,38.433,38.958,39.299,39.943,41.048
1005,1,36.5895,0.03952,32.121,33.226,33.87,34.211,34.736,35.091,35.614,36.589,37.565,38.088,38.443,38.968,39.309,39.954,41.058
1006,1,36.5989,0.03953,32.128,33.233,33.878,34.219,34.745,35.1,35.623,36.599,37.575,38.098,38.453,38.979,39.32,39.965,41.07
1007,1,36.6083,0.03953,32.136,33.242,33.887,34.228,34.754,35.108,35.632,36.608,37.584,38.108,38.463,38.989,39.33,39.975,41.08
1008,1,36.6177,0.03954,32.143,33.25,33.894,34.236,34.762,35.117,35.641,36.618,37.594,38.118,38.473,38.999,39.341,39.986,41.092
1009,1,36.627,0.03955,32.15,33.257,33.902,34.244,34.77,35.126,35.65,36.627,37.604,38.128,38.483,39.01,39.352,39.997,41.104
1010,1,36.6364,0.03955,32.159,33.266,33.911,34.253,34.78,35.135,35.659,36.637,37.614,38.138,38.493,39.02,39.362,40.007,41.114
1011,1,36.6458,0.03956,32.166,33.273,33.919,34.261,34.788,35.143,35.668,36.646,37.624,38.148,38.504,39.03,39.372,40.019,41.126
1012,1,36.6552,0.03957,32.173,33.281,33.927,34.269,34.796,35.152,35.677,36.655,37.633,38.158,38.514,39.041,39.383,40.03,41.137
1013,1,36.6645,0.03957,32.181,33.289,33.936,34.278,34.805,35.161,35.686,36.665,37.643,38.168,38.524,39.051,39.393,40.04,41.148
1014,1,36.6739,0.03958,32.188,33.297,33.944,34.286,34.814,35.169,35.695,36.674,37.653,38.178,38.534,39.061,39.404,40.051,41.159
1015,1,36.6832,0.03958,32.196,33.306,33.952,34.295,34.822,35.178,35.704,36.683,37.663,38.188,38.544,39.071,39.414,40.061,41.17
1016,1,36.6926,0.03959,32.204,33.313,33.96,34.303,34.831,35.187,35.713,36.693,37.672,38.198,38.554,39.082,39.425,40.072,41.181
1017,1,36.7019,0.0396,32.211,33.321,33.969,34.311,34.839,35.196,35.722,36.702,37.682,38.208,38.565,39.093,39.435,40.083,41.193
1018,1,36.7112,0.0396,32.219,33.329,33.977,34.32,34.848,35.204,35.731,36.711,37.692,38.218,38.574,39.102,39.445,40.093,41.204
1019,1,36.7206,0.03961,32.226,33.337,33.985,34.328,34.857,35.213,35.739,36.72,37.702,38.228,38.585,39.113,39.456,40.104,41.215
1020,1,36.7298,0.03961,32.234,33.345,33.994,34.337,34.865,35.222,35.748,36.73,37.711,38.238,38.594,39.123,39.466,40.115,41.226
1021,1,36.7392,0.03962,32.241,33.353,34.002,34.345,34.874,35.231,35.757,36.739,37.721,38.248,38.605,39.133,39.477,40.126,41.237
1022,1,36.7485,0.03963,32.248,33.361,34.009,34.353,34.882,35.239,35.766,36.748,37.731,38.258,38.615,39.144,39.487,40.137,41.249
1023,1,36.7578,0.03963,32.256,33.369,34.018,34.362,34.891,35.248,35.775,36.758,37.74,38.268,38.625,39.154,39.498,40.146,41.259
1024,1,36.7671,0.03964,32.263,33.376,34.026,34.37,34.899,35.257,35.784,36.767,37.75,38.278,38.635,39.165,39.508,40.157,41.271
1025,1,36.7764,0.03964,32.271,33.385,34.035,34.378,34.908,35.265,35.793,36.776,37.76,38.287,38.644,39.174,39.518,40.168,41.281
1026,1,36.7857,0.03965,32.278,33.393,34.043,34.387,34.917,35.274,35.802,36.786,37.769,38.297,38.655,39.185,39.529,40.179,41.293
1027,1,36.795,0.03966,32.285,33.4,34.05,34.394,34.925,35.283,35.811,36.795,37.779,38.307,38.665,39.195,39.54,40.19,41.304
1028,1,36.8042,0.03966,32.294,33.409,34.059,34.403,34.933,35.291,35.82,36.804,37.789,38.317,38.675,39.205,39.55,40.2,41.315
1029,1,36.8135,0.03967,32.3,33.416,34.067,34.411,34.942,35.3,35.828,36.813,37.798,38.327,38.685,39.216,39.56,40.211,41.326
1030,1,36.8228,0.03968,32.307,33.424,34.075,34.419,34.95,35.308,35.837,36.823,37.808,38.337,38.695,39.226,39.571,40.222,41.338
1031,1,36.832,0.03968,32.316,33.432,34.083,34.428,34.959,35.317,35.846,36.832,37.818,38.347,38.705,39.236,39.581,40.232,41.348
1032,1,36.8413,0.03969,32.323,33.44,34.091,34.436,34.967,35.326,35.855,36.841,37.828,38.357,38.715,39.246,39.591,40.243,41.36
1033,1,36.8506,0.03969,32.331,33.448,34.1,34.445,34.976,35.335,35.864,36.85,37.837,38.367,38.725,39.256,39.602,40.253,41.37
1034,1,36.8598,0.0397,32.338,33.456,34.107,34.453,34.985,35.343,35.873,36.86,37.847,38.376,38.735,39.267,39.612,40.264,41.382
1035,1,36.869,0.03971,32.345,33.463,34.115,34.461,34.993,35.352,35.881,36.869,37.857,38.387,38.745,39.277,39.622,40.275,41.393
1036,1,36.8783,0.03971,32.353,33.472,34.124,34.469,35.002,35.361,35.891,36.878,37.866,38.396,38.755,39.287,39.633,40.285,41.404
1037,1,36.8875,0.03972,32.36,33.479,34.132,34.478,35.01,35.369,35.899,36.887,37.876,38.406,38.765,39.298,39.643,40.296,41.415
1038,1,36.8967,0.03972,32.368,33.487,34.141,34.486,35.019,35.378,35.908,36.897,37.885,38.416,38.775,39.307,39.653,40.306,41.426
1039,1,36.9059,0.03973,32.375,33.495,34.148,34.494,35.027,35.386,35.917,36.906,37.895,38.426,38.785,39.318,39.664,40.317,41.437
1040,1,36.9152,0.03974,32.382,33.502,34.156,34.502,35.035,35.395,35.926,36.915,37.905,38.436,38.795,39.328,39.674,40.328,41.448
1041,1,36.9244,0.03974,32.39,33.511,34.165,34.511,35.044,35.404,35.935,36.924,37.914,38.445,38.805,39.338,39.684,40.338,41.459
1042,1,36.9336,0.03975,32.397,33.518,34.172,34.519,35.052,35.412,35.943,36.933,37.924,38.455,38.815,39.348,39.695,40.349,41.47
1043,1,36.9428,0.03975,32.405,33.527,34.181,34.528,35.061,35.421,35.952,36.943,37.933,38.465,38.825,39.358,39.705,40.359,41.481
1044,1,36.952,0.03976,32.412,33.534,34.189,34.535,35.069,35.429,35.961,36.952,37.943,38.475,38.835,39.369,39.715,40.37,41.492
1045,1,36.9612,0.03977,32.419,33.542,34.196,34.543,35.078,35.438,35.97,36.961,37.953,38.485,38.845,39.379,39.726,40.381,41.504
1046,1,36.9704,0.03977,32.427,33.55,34.205,34.552,35.086,35.446,35.979,36.97,37.962,38.494,38.855,39.389,39.736,40.391,41.514
1047,1,36.9796,0.03978,32.434,33.557,34.213,34.56,35.094,35.455,35.987,36.98,37.972,38.504,38.865,39.399,39.746,40.402,41.526
1048,1,36.9887,0.03978,32.442,33.566,34.221,34.569,35.103,35.464,35.996,36.989,37.981,38.514,38.874,39.409,39.756,40.412,41.536
1049,1,36.9979,0.03979,32.449,33.573,34.229,34.576,35.111,35.472,36.005,36.998,37.991,38.524,38.885,39.419,39.767,40.423,41.547
1050,1,37.0071,0.0398,32.456,33.581,34.237,34.584,35.12,35.481,36.014,37.007,38,38.533,38.894,39.43,39.777,40.433,41.559
1051,1,37.0163,0.0398,32.464,33.589,34.245,34.593,35.128,35.489,36.022,37.016,38.01,38.543,38.904,39.439,39.787,40.444,41.569
1052,1,37.0254,0.03981,32.47,33.596,34.253,34.601,35.137,35.498,36.031,37.026,38.02,38.553,38.915,39.45,39.798,40.454,41.58
1053,1,37.0346,0.03981,32.478,33.605,34.262,34.609,35.145,35.507,36.04,37.035,38.029,38.563,38.924,39.46,39.807,40.465,41.591
1054,1,37.0437,0.03982,32.485,33.612,34.269,34.617,35.154,35.515,36.049,37.044,38.039,38.572,38.934,39.47,39.818,40.475,41.602
1055,1,37.0529,0.03983,32.492,33.62,34.277,34.625,35.161,35.523,36.057,37.053,38.048,38.582,38.944,39.48,39.829,40.486,41.613
1056,1,37.062,0.03983,32.5,33.628,34.286,34.634,35.17,35.532,36.067,37.062,38.058,38.592,38.954,39.49,39.839,40.496,41.624
1057,1,37.0712,0.03984,32.507,33.635,34.293,34.642,35.178,35.541,36.075,37.071,38.067,38.602,38.964,39.5,39.849,40.507,41.635
1058,1,37.0803,0.03984,32.515,33.644,34.302,34.65,35.187,35.549,36.084,37.08,38.077,38.611,38.974,39.51,39.859,40.517,41.645
1059,1,37.0894,0.03985,32.522,33.651,34.309,34.658,35.195,35.557,36.093,37.089,38.086,38.621,38.983,39.52,39.869,40.528,41.657
1060,1,37.0985,0.03986,32.529,33.658,34.317,34.666,35.204,35.566,36.101,37.098,38.096,38.631,38.994,39.531,39.88,40.539,41.668
1061,1,37.1077,0.03986,32.537,33.667,34.326,34.675,35.212,35.575,36.11,37.108,38.106,38.641,39.003,39.541,39.89,40.548,41.678
1062,1,37.1168,0.03987,32.544,33.674,34.333,34.683,35.22,35.583,36.119,37.117,38.115,38.65,39.013,39.551,39.9,40.559,41.69
1063,1,37.1259,0.03987,32.552,33.682,34.342,34.691,35.229,35.592,36.128,37.126,38.124,38.66,39.023,39.561,39.91,40.569,41.7
1064,1,37.135,0.03988,32.559,33.69,34.35,34.699,35.237,35.6,36.136,37.135,38.134,38.67,39.033,39.571,39.92,40.58,41.711
1065,1,37.1441,0.03989,32.565,33.697,34.357,34.707,35.245,35.608,36.145,37.144,38.143,38.68,39.043,39.581,39.931,40.591,41.723
1066,1,37.1532,0.03989,32.573,33.706,34.366,34.715,35.254,35.617,36.154,37.153,38.153,38.689,39.052,39.591,39.941,40.601,41.733
1067,1,37.1623,0.0399,32.58,33.713,34.374,34.723,35.262,35.626,36.162,37.162,38.162,38.699,39.063,39.601,39.951,40.612,41.744
1068,1,37.1714,0.0399,32.588,33.721,34.382,34.732,35.27,35.634,36.171,37.171,38.172,38.709,39.072,39.611,39.961,40.622,41.755
1069,1,37.1805,0.03991,32.595,33.728,34.39,34.74,35.279,35.643,36.18,37.18,38.181,38.719,39.082,39.621,39.971,40.632,41.766
1070,1,37.1896,0.03991,32.603,33.737,34.398,34.748,35.287,35.651,36.189,37.19,38.191,38.728,39.092,39.631,39.981,40.643,41.776
1071,1,37.1986,0.03992,32.61,33.744,34.406,34.756,35.296,35.659,36.197,37.199,38.2,38.738,39.102,39.641,39.992,40.653,41.787
1072,1,37.2077,0.03993,32.617,33.752,34.413,34.764,35.304,35.668,36.206,37.208,38.21,38.748,39.112,39.652,40.002,40.664,41.799
1073,1,37.2168,0.03993,32.624,33.76,34.422,34.772,35.312,35.676,36.215,37.217,38.219,38.757,39.121,39.661,40.012,40.674,41.809
1074,1,37.2258,0.03994,32.631,33.767,34.43,34.78,35.32,35.685,36.223,37.226,38.229,38.767,39.131,39.671,40.022,40.685,41.82
1075,1,37.2349,0.03994,32.639,33.775,34.438,34.789,35.329,35.694,36.232,37.235,38.238,38.776,39.141,39.681,40.032,40.694,41.831
1076,1,37.2439,0.03995,32.646,33.783,34.446,34.796,35.337,35.702,36.241,37.244,38.248,38.786,39.151,39.691,40.043,40.705,41.842
1077,1,37.253,0.03996,32.653,33.79,34.453,34.804,35.345,35.71,36.249,37.253,38.257,38.796,39.161,39.702,40.053,40.716,41.853
1078,1,37.262,0.03996,32.661,33.798,34.461,34.813,35.354,35.719,36.258,37.262,38.266,38.805,39.17,39.711,40.063,40.726,41.863
1079,1,37.2711,0.03997,32.667,33.806,34.469,34.821,35.362,35.727,36.266,37.271,38.276,38.815,39.18,39.721,40.073,40.737,41.875
1080,1,37.2801,0.03997,32.675,33.814,34.478,34.829,35.37,35.736,36.275,37.28,38.285,38.824,39.19,39.731,40.083,40.746,41.885
1081,1,37.2891,0.03998,32.682,33.821,34.485,34.837,35.379,35.744,36.283,37.289,38.294,38.834,39.2,39.741,40.093,40.757,41.896
1082,1,37.2981,0.03999,32.689,33.828,34.493,34.845,35.387,35.752,36.292,37.298,38.304,38.844,39.21,39.752,40.104,40.768,41.907
1083,1,37.3072,0.03999,32.697,33.837,34.501,34.853,35.395,35.761,36.301,37.307,38.313,38.854,39.219,39.761,40.113,40.778,41.918
1084,1,37.3162,0.04,32.704,33.844,34.509,34.861,35.403,35.769,36.309,37.316,38.323,38.863,39.229,39.771,40.124,40.789,41.929
1085,1,37.3252,0.04,32.711,33.852,34.517,34.869,35.412,35.778,36.318,37.325,38.332,38.872,39.239,39.781,40.133,40.798,41.939
1086,1,37.3342,0.04001,32.718,33.859,34.525,34.877,35.42,35.786,36.327,37.334,38.342,38.882,39.248,39.791,40.144,40.809,41.95
1087,1,37.3432,0.04001,32.726,33.867,34.533,34.886,35.428,35.795,36.335,37.343,38.351,38.892,39.258,39.801,40.153,40.819,41.96
1088,1,37.3522,0.04002,32.733,33.875,34.541,34.893,35.437,35.803,36.344,37.352,38.361,38.902,39.268,39.811,40.164,40.83,41.972
1089,1,37.3612,0.04003,32.739,33.882,34.548,34.901,35.444,35.811,36.352,37.361,38.37,38.911,39.278,39.821,40.174,40.841,41.983
1090,1,37.3702,0.04003,32.747,33.89,34.557,34.909,35.453,35.82,36.361,37.37,38.379,38.92,39.287,39.831,40.184,40.85,41.993
1091,1,37.3792,0.04004,32.754,33.898,34.564,34.917,35.461,35.828,36.37,37.379,38.389,38.93,39.297,39.841,40.194,40.861,42.004
1092,1,37.3882,0.04004,32.762,33.906,34.572,34.926,35.47,35.837,36.378,37.388,38.398,38.94,39.307,39.85,40.204,40.871,42.014
1093,1,37.3972,0.04005,32.769,33.913,34.58,34.933,35.478,35.845,36.387,37.397,38.407,38.95,39.317,39.861,40.214,40.881,42.026
1094,1,37.4061,0.04005,32.777,33.921,34.589,34.942,35.486,35.854,36.396,37.406,38.417,38.959,39.326,39.87,40.224,40.891,42.036
1095,1,37.4151,0.04006,32.783,33.928,34.596,34.95,35.494,35.862,36.404,37.415,38.426,38.969,39.336,39.88,40.234,40.902,42.047
